"Województwo","Powiat","Gmina","Teryt","L.uprawnionych.do.głosowania","L.kart.wydanych","L.głosów.oddanych","L.głosów.ważnych","Lech.Aleksander.KACZYŃSKI","Donald.Franciszek.TUSK"
"lubelskie","bialski","Biała Podlaska, gm.","060103",9004,4346,4337,4303,3229,1074
"lubelskie","bialski","Drelów, gm.","060104",4301,1948,1948,1929,1528,401
"lubelskie","bialski","Janów Podlaski, gm.","060105",4389,1914,1914,1896,1359,537
"lubelskie","bialski","Kodeń, gm.","060106",3338,1379,1379,1357,834,523
"lubelskie","bialski","Konstantynów, gm.","060107",3152,1491,1491,1471,1089,382
"lubelskie","bialski","Leśna Podlaska, gm.","060108",3374,1658,1658,1646,1295,351
"lubelskie","bialski","Łomazy, gm.","060109",4260,2243,2243,2223,1872,351
"lubelskie","bialski","Międzyrzec Podlaski, gm.","060110",7699,4002,4002,3977,3435,542
"lubelskie","bialski","Międzyrzec Podlaski, m.","060101",13632,7239,7229,7158,4877,2281
"lubelskie","bialski","Piszczac, gm.","060111",5800,2459,2459,2441,1693,748
"lubelskie","bialski","Rokitno, gm.","060112",2609,1125,1125,1118,877,241
"lubelskie","bialski","Rossosz, gm.","060113",1902,1030,1029,1019,885,134
"lubelskie","bialski","Sławatycze, gm.","060114",2162,1019,1019,1009,627,382
"lubelskie","bialski","Sosnówka, gm.","060115",2338,899,899,894,738,156
"lubelskie","bialski","Terespol, gm.","060116",5573,2588,2588,2557,1779,778
"lubelskie","bialski","Terespol, m.","060102",4614,2288,2288,2265,1225,1040
"lubelskie","bialski","Tuczna, gm.","060117",2913,1146,1146,1134,897,237
"lubelskie","bialski","Wisznice, gm.","060118",4255,2019,2019,2005,1543,462
"lubelskie","bialski","Zalesie, gm.","060119",3461,1606,1604,1584,1205,379
"lubelskie","biłgorajski","Aleksandrów, gm.","060202",2390,1306,1306,1302,1122,180
"lubelskie","biłgorajski","Biłgoraj, gm.","060203",9566,5018,5018,4976,4122,854
"lubelskie","biłgorajski","Biłgoraj, m.","060201",21282,11056,11055,10954,7107,3847
"lubelskie","biłgorajski","Biszcza, gm.","060204",3128,1490,1490,1471,1273,198
"lubelskie","biłgorajski","Frampol, gm.","060205",5169,2510,2510,2492,2128,364
"lubelskie","biłgorajski","Goraj, gm.","060206",3571,1781,1781,1761,1591,170
"lubelskie","biłgorajski","Józefów, gm.","060207",5825,2441,2441,2418,1562,856
"lubelskie","biłgorajski","Księżpol, gm.","060208",5101,2251,2251,2231,1862,369
"lubelskie","biłgorajski","Łukowa, gm.","060209",3404,1789,1789,1775,1586,189
"lubelskie","biłgorajski","Obsza, gm.","060210",3424,1708,1708,1696,1478,218
"lubelskie","biłgorajski","Potok Górny, gm.","060211",4386,2323,2321,2309,2103,206
"lubelskie","biłgorajski","Tarnogród, gm.","060212",5514,2828,2828,2809,2285,524
"lubelskie","biłgorajski","Tereszpol, gm.","060213",3123,1470,1469,1457,1192,265
"lubelskie","biłgorajski","Turobin, gm.","060214",5966,2953,2953,2942,2664,278
"lubelskie","chełmski","Białopole, gm.","060302",2686,1027,1027,1018,778,240
"lubelskie","chełmski","Chełm, gm.","060303",9790,4240,4240,4211,3170,1041
"lubelskie","chełmski","Dorohusk, gm.","060304",5667,2286,2286,2264,1620,644
"lubelskie","chełmski","Dubienka, gm.","060305",2244,860,860,856,577,279
"lubelskie","chełmski","Kamień, gm.","060306",3098,1349,1349,1342,1097,245
"lubelskie","chełmski","Leśniowice, gm.","060307",3183,1171,1171,1155,884,271
"lubelskie","chełmski","Rejowiec Fabryczny, gm.","060308",3611,1385,1385,1363,1028,335
"lubelskie","chełmski","Rejowiec Fabryczny, m.","060301",3650,1486,1486,1473,917,556
"lubelskie","chełmski","Ruda-Huta, gm.","060309",3810,1515,1515,1501,996,505
"lubelskie","chełmski","Sawin, gm.","060310",4622,1844,1844,1830,1331,499
"lubelskie","chełmski","Siedliszcze, gm.","060311",5647,2002,2002,1975,1431,544
"lubelskie","chełmski","Wierzbica, gm.","060312",4225,1778,1778,1755,1405,350
"lubelskie","chełmski","Wojsławice, gm.","060313",3457,1467,1467,1459,1173,286
"lubelskie","chełmski","Żmudź, gm.","060314",2662,1046,1046,1036,850,186
"lubelskie","hrubieszowski","Dołhobyczów, gm.","060402",5302,2168,2168,2149,1723,426
"lubelskie","hrubieszowski","Horodło, gm.","060403",4770,1631,1631,1612,1151,461
"lubelskie","hrubieszowski","Hrubieszów, gm.","060404",8686,3410,3410,3390,2735,655
"lubelskie","hrubieszowski","Hrubieszów, m.","060401",15888,7738,7737,7666,4661,3005
"lubelskie","hrubieszowski","Mircze, gm.","060405",6536,2529,2529,2508,2093,415
"lubelskie","hrubieszowski","Trzeszczany, gm.","060406",3975,1552,1552,1536,1229,307
"lubelskie","hrubieszowski","Uchanie, gm.","060407",4247,1905,1905,1882,1625,257
"lubelskie","hrubieszowski","Werbkowice, gm.","060408",8305,3659,3659,3623,2906,717
"lubelskie","janowski","Batorz, gm.","060501",2832,1580,1580,1567,1453,114
"lubelskie","janowski","Chrzanów, gm.","060502",2573,1784,1783,1773,1715,58
"lubelskie","janowski","Dzwola, gm.","060503",5330,3193,3192,3177,2997,180
"lubelskie","janowski","Godziszów, gm.","060504",4907,3682,3682,3666,3527,139
"lubelskie","janowski","Janów Lubelski, gm.","060505",12906,7272,7268,7222,5707,1515
"lubelskie","janowski","Modliborzyce, gm.","060506",5839,3038,3038,3011,2610,401
"lubelskie","janowski","Potok Wielki, gm.","060507",3805,1815,1815,1797,1589,208
"lubelskie","krasnostawski","Fajsławice, gm.","060602",4056,2116,2116,2102,1781,321
"lubelskie","krasnostawski","Gorzków, gm.","060603",3392,1331,1330,1315,1100,215
"lubelskie","krasnostawski","Izbica, gm.","060604",7294,3009,3009,2985,2318,667
"lubelskie","krasnostawski","Krasnystaw, gm.","060605",7410,3087,3087,3063,2313,750
"lubelskie","krasnostawski","Krasnystaw, m.","060601",16709,7763,7762,7664,4327,3337
"lubelskie","krasnostawski","Kraśniczyn, gm.","060606",3647,1509,1509,1477,1206,271
"lubelskie","krasnostawski","Łopiennik Górny, gm.","060607",3497,1506,1506,1492,1257,235
"lubelskie","krasnostawski","Rejowiec, gm.","060608",5491,1960,1960,1946,1366,580
"lubelskie","krasnostawski","Rudnik, gm.","060609",2968,1170,1170,1158,1044,114
"lubelskie","krasnostawski","Siennica Różana, gm.","060610",3451,1508,1508,1487,1186,301
"lubelskie","krasnostawski","Żółkiewka, gm.","060611",5122,2086,2086,2065,1787,278
"lubelskie","kraśnicki","Annopol, gm.","060702",7336,3363,3363,3327,2646,681
"lubelskie","kraśnicki","Dzierzkowice, gm.","060703",4204,2243,2243,2232,1903,329
"lubelskie","kraśnicki","Gościeradów, gm.","060704",5751,2497,2496,2477,2113,364
"lubelskie","kraśnicki","Kraśnik, gm.","060705",5399,2752,2751,2738,2237,501
"lubelskie","kraśnicki","Kraśnik, m.","060701",30334,16373,16372,16162,10730,5432
"lubelskie","kraśnicki","Szastarka, gm.","060706",4919,2642,2642,2627,2339,288
"lubelskie","kraśnicki","Trzydnik Duży, gm.","060707",5491,2515,2515,2492,2044,448
"lubelskie","kraśnicki","Urzędów, gm.","060708",6950,3643,3643,3614,3099,515
"lubelskie","kraśnicki","Wilkołaz, gm.","060709",4342,2441,2436,2420,2184,236
"lubelskie","kraśnicki","Zakrzówek, gm.","060710",5644,2757,2757,2730,2356,374
"lubelskie","lubartowski","Abramów, gm.","060802",3479,1742,1741,1723,1554,169
"lubelskie","lubartowski","Firlej, gm.","060803",4819,1964,1964,1935,1464,471
"lubelskie","lubartowski","Jeziorzany, gm.","060804",2494,1088,1088,1077,878,199
"lubelskie","lubartowski","Kamionka, gm.","060805",5033,2339,2339,2303,1755,548
"lubelskie","lubartowski","Kock, gm.","060806",5426,2634,2634,2598,2019,579
"lubelskie","lubartowski","Lubartów, gm.","060807",7681,3625,3624,3589,2660,929
"lubelskie","lubartowski","Lubartów, m.","060801",18631,10319,10318,10209,5746,4463
"lubelskie","lubartowski","Michów, gm.","060808",5191,2318,2318,2296,1968,328
"lubelskie","lubartowski","Niedźwiada, gm.","060809",4945,2551,2551,2533,2145,388
"lubelskie","lubartowski","Ostrów Lubelski, gm.","060810",4384,2238,2237,2221,1868,353
"lubelskie","lubartowski","Ostrówek, gm.","060811",3353,1549,1549,1532,1263,269
"lubelskie","lubartowski","Serniki, gm.","060812",3741,2115,2115,2100,1801,299
"lubelskie","lubartowski","Uścimów, gm.","060813",2733,1331,1331,1314,1113,201
"lubelskie","lubelski","Bełżyce, gm.","060901",10625,5365,5365,5308,4251,1057
"lubelskie","lubelski","Borzechów, gm.","060902",3016,1613,1613,1598,1454,144
"lubelskie","lubelski","Bychawa, gm.","060903",9684,4610,4610,4578,3648,930
"lubelskie","lubelski","Garbów, gm.","060904",6837,3457,3456,3441,2722,719
"lubelskie","lubelski","Głusk, gm.","060905",5410,2901,2900,2878,2206,672
"lubelskie","lubelski","Jabłonna, gm.","060906",5935,2511,2510,2489,2100,389
"lubelskie","lubelski","Jastków, gm.","060907",8909,4862,4861,4840,3713,1127
"lubelskie","lubelski","Konopnica, gm.","060908",8340,4438,4438,4404,3210,1194
"lubelskie","lubelski","Krzczonów, gm.","060909",4136,1538,1538,1527,1287,240
"lubelskie","lubelski","Niedrzwica Duża, gm.","060910",8245,4659,4659,4624,3685,939
"lubelskie","lubelski","Niemce, gm.","060911",11971,6123,6116,6078,4686,1392
"lubelskie","lubelski","Strzyżewice, gm.","060912",5802,2763,2762,2721,2264,457
"lubelskie","lubelski","Wojciechów, gm.","060913",4642,2004,2004,1977,1622,355
"lubelskie","lubelski","Wólka, gm.","060914",6333,3490,3490,3451,2647,804
"lubelskie","lubelski","Wysokie, gm.","060915",4213,2014,2014,1989,1778,211
"lubelskie","lubelski","Zakrzew, gm.","060916",2713,1354,1354,1347,1218,129
"lubelskie","łęczyński","Cyców, gm.","061001",5703,2629,2629,2598,2050,548
"lubelskie","łęczyński","Ludwin, gm.","061002",3752,1622,1622,1608,1319,289
"lubelskie","łęczyński","Łęczna, gm.","061003",19030,10313,10312,10229,7302,2927
"lubelskie","łęczyński","Milejów, gm.","061004",7276,2940,2940,2906,2090,816
"lubelskie","łęczyński","Puchaczów, gm.","061005",3779,1785,1785,1773,1491,282
"lubelskie","łęczyński","Spiczyn, gm.","061006",4078,1854,1854,1843,1394,449
"lubelskie","łukowski","Adamów, gm.","061103",4643,2150,2150,2123,1560,563
"lubelskie","łukowski","Krzywda, gm.","061104",7874,3461,3460,3409,2736,673
"lubelskie","łukowski","Łuków, gm.","061105",12048,6097,6096,6042,5028,1014
"lubelskie","łukowski","Łuków, m.","061101",24367,13111,13102,12965,8445,4520
"lubelskie","łukowski","Serokomla, gm.","061106",3372,1471,1469,1465,1284,181
"lubelskie","łukowski","Stanin, gm.","061107",7443,3716,3715,3687,3111,576
"lubelskie","łukowski","Stoczek Łukowski, gm.","061108",6694,3252,3250,3212,2754,458
"lubelskie","łukowski","Stoczek Łukowski, m.","061102",2115,1147,1147,1134,742,392
"lubelskie","łukowski","Trzebieszów, gm.","061109",5678,3439,3438,3416,3038,378
"lubelskie","łukowski","Wojcieszków, gm.","061110",5463,2568,2568,2546,2057,489
"lubelskie","łukowski","Wola Mysłowska, gm.","061111",4131,1851,1851,1838,1565,273
"lubelskie","opolski","Chodel, gm.","061201",5155,2582,2582,2570,2196,374
"lubelskie","opolski","Józefów nad Wisłą, gm.","061202",5787,2186,2186,2160,1745,415
"lubelskie","opolski","Karczmiska, gm.","061203",4834,1901,1901,1878,1417,461
"lubelskie","opolski","Łaziska, gm.","061204",4296,1735,1735,1717,1466,251
"lubelskie","opolski","Opole Lubelskie, gm.","061205",14409,6292,6292,6213,4700,1513
"lubelskie","opolski","Poniatowa, gm.","061206",12624,5996,5996,5920,4193,1727
"lubelskie","opolski","Wilków, gm.","061207",3966,1861,1861,1847,1570,277
"lubelskie","parczewski","Dębowa Kłoda, gm.","061301",3263,1430,1430,1414,1101,313
"lubelskie","parczewski","Jabłoń, gm.","061302",3295,1841,1839,1818,1499,319
"lubelskie","parczewski","Milanów, gm.","061303",3290,1457,1456,1445,1124,321
"lubelskie","parczewski","Parczew, gm.","061304",12141,5710,5710,5664,3861,1803
"lubelskie","parczewski","Podedwórze, gm.","061305",1579,714,714,706,592,114
"lubelskie","parczewski","Siemień, gm.","061306",3980,1842,1842,1827,1481,346
"lubelskie","parczewski","Sosnowica, gm.","061307",2196,920,920,913,664,249
"lubelskie","puławski","Baranów, gm.","061402",3361,1480,1480,1465,1087,378
"lubelskie","puławski","Janowiec, gm.","061403",2860,1288,1288,1273,921,352
"lubelskie","puławski","Kazimierz Dolny, gm.","061404",5867,2817,2817,2793,1802,991
"lubelskie","puławski","Końskowola, gm.","061405",7161,3490,3490,3460,2589,871
"lubelskie","puławski","Kurów, gm.","061406",6316,2898,2898,2876,2284,592
"lubelskie","puławski","Markuszów, gm.","061407",2384,1186,1186,1172,961,211
"lubelskie","puławski","Nałęczów, gm.","061408",8051,4341,4341,4300,2950,1350
"lubelskie","puławski","Puławy, gm.","061409",8843,4058,4058,4005,2846,1159
"lubelskie","puławski","Puławy, m.","061401",41506,23249,23246,23033,13428,9605
"lubelskie","puławski","Wąwolnica, gm.","061410",3863,1946,1946,1928,1511,417
"lubelskie","puławski","Żyrzyn, gm.","061411",5128,2572,2572,2547,1940,607
"lubelskie","radzyński","Borki, gm.","061502",4858,2081,2081,2063,1681,382
"lubelskie","radzyński","Czemierniki, gm.","061503",3713,1949,1949,1932,1616,316
"lubelskie","radzyński","Kąkolewnica Wschodnia, gm.","061504",6545,3367,3363,3342,2720,622
"lubelskie","radzyński","Komarówka Podlaska, gm.","061505",3940,1896,1896,1874,1541,333
"lubelskie","radzyński","Radzyń Podlaski, gm.","061506",6138,3000,3000,2969,2477,492
"lubelskie","radzyński","Radzyń Podlaski, m.","061501",13208,7029,7025,6932,4612,2320
"lubelskie","radzyński","Ulan-Majorat, gm.","061507",4667,2641,2641,2617,2293,324
"lubelskie","radzyński","Wohyń, gm.","061508",5940,2717,2716,2685,2135,550
"lubelskie","rycki","Dęblin, m.","061601",14766,7261,7261,7171,4201,2970
"lubelskie","rycki","Kłoczew, gm.","061602",5841,2973,2973,2924,2598,326
"lubelskie","rycki","Nowodwór, gm.","061603",3281,1706,1706,1689,1353,336
"lubelskie","rycki","Ryki, gm.","061604",16699,8259,8256,8164,5806,2358
"lubelskie","rycki","Stężyca, gm.","061605",4452,2088,2088,2056,1584,472
"lubelskie","rycki","Ułęż, gm.","061606",2913,1354,1354,1335,953,382
"lubelskie","świdnicki","Mełgiew, gm.","061702",6198,3008,3008,2995,2358,637
"lubelskie","świdnicki","Piaski, gm.","061703",8533,3644,3644,3616,2836,780
"lubelskie","świdnicki","Rybczewice, gm.","061704",3294,1515,1514,1494,1294,200
"lubelskie","świdnicki","Świdnik, m.","061701",33220,18566,18565,18401,11133,7268
"lubelskie","świdnicki","Trawniki, gm.","061705",7304,3050,3050,3025,2201,824
"lubelskie","tomaszowski","Bełżec, gm.","061802",2374,1011,1011,995,644,351
"lubelskie","tomaszowski","Jarczów, gm.","061803",3084,1450,1450,1438,1199,239
"lubelskie","tomaszowski","Krynice, gm.","061804",2992,1447,1447,1437,1273,164
"lubelskie","tomaszowski","Lubycza Królewska, gm.","061805",5600,1891,1890,1862,1214,648
"lubelskie","tomaszowski","Łaszczów, gm.","061806",5424,2291,2291,2275,1811,464
"lubelskie","tomaszowski","Rachanie, gm.","061807",4712,2238,2238,2219,1883,336
"lubelskie","tomaszowski","Susiec, gm.","061808",6337,2917,2917,2890,2389,501
"lubelskie","tomaszowski","Tarnawatka, gm.","061809",3219,1415,1415,1406,1093,313
"lubelskie","tomaszowski","Telatyn, gm.","061810",3724,1538,1538,1527,1291,236
"lubelskie","tomaszowski","Tomaszów Lubelski, gm.","061811",8392,3921,3920,3890,3074,816
"lubelskie","tomaszowski","Tomaszów Lubelski, m.","061801",16834,8379,8379,8308,5284,3024
"lubelskie","tomaszowski","Tyszowce, gm.","061812",5169,2073,2073,2051,1663,388
"lubelskie","tomaszowski","Ulhówek, gm.","061813",4320,1661,1661,1648,1303,345
"lubelskie","włodawski","Hanna, gm.","061902",2715,1248,1247,1225,988,237
"lubelskie","włodawski","Hańsk, gm.","061903",3135,1204,1204,1190,796,394
"lubelskie","włodawski","Stary Brus, gm.","061904",1808,824,824,819,640,179
"lubelskie","włodawski","Urszulin, gm.","061905",3331,1697,1697,1682,1342,340
"lubelskie","włodawski","Włodawa, gm.","061906",4689,2012,2012,1975,1326,649
"lubelskie","włodawski","Włodawa, m.","061901",11982,5644,5644,5584,3009,2575
"lubelskie","włodawski","Wola Uhruska, gm.","061907",3424,1474,1474,1462,1051,411
"lubelskie","włodawski","Wyryki, gm.","061908",2369,958,958,946,703,243
"lubelskie","zamojski","Adamów, gm.","062001",4019,1924,1924,1916,1671,245
"lubelskie","zamojski","Grabowiec, gm.","062002",3797,1486,1486,1473,1254,219
"lubelskie","zamojski","Komarów-Osada, gm.","062003",4480,2428,2428,2397,2034,363
"lubelskie","zamojski","Krasnobród, gm.","062004",5598,3110,3110,3092,2651,441
"lubelskie","zamojski","Łabunie, gm.","062005",4754,2690,2690,2679,2412,267
"lubelskie","zamojski","Miączyn, gm.","062006",4981,2078,2078,2062,1711,351
"lubelskie","zamojski","Nielisz, gm.","062007",4935,2115,2115,2096,1814,282
"lubelskie","zamojski","Radecznica, gm.","062008",5554,2482,2482,2466,2153,313
"lubelskie","zamojski","Sitno, gm.","062009",5343,2882,2881,2865,2525,340
"lubelskie","zamojski","Skierbieszów, gm.","062010",4619,2161,2161,2151,1835,316
"lubelskie","zamojski","Stary Zamość, gm.","062011",4297,2158,2158,2142,1873,269
"lubelskie","zamojski","Sułów, gm.","062012",4206,1691,1691,1678,1433,245
"lubelskie","zamojski","Szczebrzeszyn, gm.","062013",9657,4350,4347,4306,3364,942
"lubelskie","zamojski","Zamość, gm.","062014",15487,7824,7823,7759,6227,1532
"lubelskie","zamojski","Zwierzyniec, gm.","062015",5768,2327,2326,2307,1547,760
"lubelskie","Biała Podlaska","Biała Podlaska, m.","066101",44839,24243,24235,23975,14416,9559
"lubelskie","Chełm","Chełm, m.","066201",56060,27255,27245,26938,15797,11141
"lubelskie","Lublin","Lublin, m.","066301",281566,169338,169267,167796,94097,73699
