"Województwo","Powiat","Gmina","Teryt","Typ.gminy","typ_gminy","L.obwodów","Uprawnieni.do.głosowania","Wydane.karty.do.głosowania","Głosy.oddane","Głosy.ważne","Jarosław.Aleksander.KACZYŃSKI","Bronisław.Maria.KOMOROWSKI"
"świętokrzyskie","jędrzejowski","Słupia (Jędrzejowska)","260207"," gm.","wiejska",4,3636,1623,1623,1607,1168,439
"świętokrzyskie","jędrzejowski","Sobków","260208"," gm.","wiejska",6,6762,3385,3384,3340,2422,918
"świętokrzyskie","jędrzejowski","Wodzisław","260209"," gm.","wiejska",9,6421,3094,3093,3053,2110,943
"świętokrzyskie","kazimierski","Bejsce","260301"," gm.","wiejska",3,3572,1454,1454,1442,965,477
"świętokrzyskie","kazimierski","Czarnocin","260302"," gm.","wiejska",3,3463,1516,1516,1496,1056,440
"świętokrzyskie","kazimierski","Kazimierza Wielka","260303"," gm.","miejsko-wiejska",12,14061,6068,6068,5999,3782,2217
"świętokrzyskie","kazimierski","Opatowiec","260304"," gm.","wiejska",3,3222,1379,1354,1341,839,502
"świętokrzyskie","kazimierski","Skalbmierz","260305"," gm.","miejsko-wiejska",5,5637,2309,2309,2285,1634,651
"świętokrzyskie","kielecki","Bieliny","260401"," gm.","wiejska",9,7735,3903,3903,3855,3053,802
"świętokrzyskie","kielecki","Bodzentyn","260402"," gm.","miejsko-wiejska",10,9487,4696,4693,4647,3317,1330
"świętokrzyskie","kielecki","Chęciny","260403"," gm.","miejsko-wiejska",14,12308,6582,6580,6493,4124,2369
"świętokrzyskie","kielecki","Chmielnik","260404"," gm.","miejsko-wiejska",11,9169,4901,4900,4834,3421,1413
"świętokrzyskie","kielecki","Daleszyce","260405"," gm.","wiejska",10,11793,6373,6371,6297,4448,1849
"świętokrzyskie","kielecki","Górno","260406"," gm.","wiejska",8,10199,6087,6085,6013,4665,1348
"świętokrzyskie","kielecki","Łagów","260407"," gm.","wiejska",6,5475,2764,2764,2728,2151,577
"świętokrzyskie","kielecki","Łopuszno","260408"," gm.","wiejska",10,7127,4070,4070,4032,3183,849
"świętokrzyskie","kielecki","Masłów","260409"," gm.","wiejska",11,7862,4534,4534,4467,2754,1713
"świętokrzyskie","kielecki","Miedziana Góra","260410"," gm.","wiejska",6,8267,4595,4595,4537,2678,1859
"świętokrzyskie","kielecki","Mniów","260411"," gm.","wiejska",7,7305,3921,3921,3889,3150,739
"świętokrzyskie","kielecki","Morawica","260412"," gm.","wiejska",10,11118,5999,5999,5945,3670,2275
"świętokrzyskie","kielecki","Nowa Słupia","260413"," gm.","wiejska",7,8276,3784,3784,3758,2612,1146
"świętokrzyskie","kielecki","Piekoszów","260414"," gm.","wiejska",10,12131,6649,6649,6589,4733,1856
"świętokrzyskie","kielecki","Pierzchnica","260415"," gm.","wiejska",5,3861,1995,1995,1959,1458,501
"świętokrzyskie","kielecki","Raków","260416"," gm.","wiejska",8,5105,2494,2494,2471,1740,731
"świętokrzyskie","kielecki","Sitkówka-Nowiny","260417"," gm.","wiejska",6,5559,3229,3228,3186,1751,1435
"świętokrzyskie","kielecki","Strawczyn","260418"," gm.","wiejska",7,7665,4321,4321,4276,3263,1013
"świętokrzyskie","kielecki","Zagnańsk","260419"," gm.","wiejska",10,10402,6092,6092,6021,3659,2362
"świętokrzyskie","konecki","Fałków","260501"," gm.","wiejska",3,4107,2050,2049,2025,1512,513
"świętokrzyskie","konecki","Gowarczów","260502"," gm.","wiejska",4,3862,1842,1841,1812,1282,530
"świętokrzyskie","konecki","Końskie","260503"," gm.","miejsko-wiejska",23,30704,17376,17376,17124,9502,7622
"świętokrzyskie","konecki","Radoszyce","260504"," gm.","wiejska",7,7524,3990,3990,3948,3193,755
"świętokrzyskie","konecki","Ruda Maleniecka","260505"," gm.","wiejska",5,2906,1716,1716,1691,1176,515
"świętokrzyskie","konecki","Słupia (Konecka)","260506"," gm.","wiejska",5,2883,1596,1596,1578,1196,382
"świętokrzyskie","konecki","Smyków","260507"," gm.","wiejska",5,2990,1740,1740,1714,1303,411
"świętokrzyskie","konecki","Stąporków","260508"," gm.","miejsko-wiejska",14,15240,7247,7247,7167,4036,3131
"świętokrzyskie","opatowski","Baćkowice","260601"," gm.","wiejska",4,4193,2110,2110,2094,1738,356
"świętokrzyskie","opatowski","Iwaniska","260602"," gm.","wiejska",6,5665,2903,2903,2862,2305,557
"świętokrzyskie","opatowski","Lipnik","260603"," gm.","wiejska",4,4663,2125,2125,2109,1514,595
"świętokrzyskie","opatowski","Opatów","260604"," gm.","miejsko-wiejska",14,10264,5183,5180,5086,3155,1931
"świętokrzyskie","opatowski","Ożarów","260605"," gm.","miejsko-wiejska",11,9083,3894,3894,3846,2258,1588
"świętokrzyskie","opatowski","Sadowie","260606"," gm.","wiejska",3,3497,1564,1564,1549,1132,417
"świętokrzyskie","opatowski","Tarłów","260607"," gm.","wiejska",6,4634,1988,1988,1950,1432,518
"świętokrzyskie","opatowski","Wojciechowice","260608"," gm.","wiejska",4,3582,1569,1569,1535,1007,528
"świętokrzyskie","ostrowiecki","Ostrowiec Świętokrzyski","260701"," m.","miejska",41,60698,30770,30769,30412,14521,15891
"świętokrzyskie","ostrowiecki","Bałtów","260702"," gm.","wiejska",4,3205,1556,1556,1547,898,649
"świętokrzyskie","ostrowiecki","Bodzechów","260703"," gm.","wiejska",12,11214,5406,5406,5323,2998,2325
"świętokrzyskie","ostrowiecki","Ćmielów","260704"," gm.","miejsko-wiejska",6,6440,2755,2755,2729,1603,1126
"świętokrzyskie","ostrowiecki","Kunów","260705"," gm.","miejsko-wiejska",11,8187,3906,3906,3858,2242,1616
"świętokrzyskie","ostrowiecki","Waśniów","260706"," gm.","wiejska",5,5682,2538,2538,2509,2031,478
"świętokrzyskie","pińczowski","Działoszyce","260801"," gm.","miejsko-wiejska",6,4660,1895,1895,1874,1143,731
"świętokrzyskie","pińczowski","Kije","260802"," gm.","wiejska",4,3758,1899,1899,1881,1358,523
"świętokrzyskie","pińczowski","Michałów","260803"," gm.","wiejska",4,3958,1782,1782,1766,1288,478
"świętokrzyskie","pińczowski","Pińczów","260804"," gm.","miejsko-wiejska",17,18638,9123,9123,9032,4774,4258
"świętokrzyskie","pińczowski","Złota","260805"," gm.","wiejska",3,4063,1728,1728,1710,1092,618
"świętokrzyskie","sandomierski","Sandomierz","260901"," m.","miejska",15,20552,10910,10906,10778,4781,5997
"świętokrzyskie","sandomierski","Dwikozy","260902"," gm.","wiejska",8,7538,3078,3077,3032,1750,1282
"świętokrzyskie","sandomierski","Klimontów","260903"," gm.","wiejska",7,6985,3311,3311,3270,2325,945
"świętokrzyskie","sandomierski","Koprzywnica","260904"," gm.","miejsko-wiejska",7,5659,3105,3105,3067,2355,712
"świętokrzyskie","sandomierski","Łoniów","260905"," gm.","wiejska",4,6015,3136,3136,3104,2418,686
"świętokrzyskie","sandomierski","Obrazów","260906"," gm.","wiejska",5,5477,2656,2656,2614,1868,746
"świętokrzyskie","sandomierski","Samborzec","260907"," gm.","wiejska",5,7326,3764,3764,3739,2628,1111
"świętokrzyskie","sandomierski","Wilczyce","260908"," gm.","wiejska",5,3162,1426,1426,1415,935,480
"świętokrzyskie","sandomierski","Zawichost","260909"," gm.","miejsko-wiejska",3,3902,1754,1754,1722,1053,669
"świętokrzyskie","skarżyski","Skarżysko-Kamienna","261001"," m.","miejska",33,40519,22530,22530,22260,10949,11311
"świętokrzyskie","skarżyski","Bliżyn","261002"," gm.","wiejska",5,7070,3524,3524,3482,2052,1430
"świętokrzyskie","skarżyski","Łączna","261003"," gm.","wiejska",6,4235,2172,2172,2145,1537,608
"świętokrzyskie","skarżyski","Skarżysko Kościelne","261004"," gm.","wiejska",5,5131,2771,2771,2735,1668,1067
"świętokrzyskie","skarżyski","Suchedniów","261005"," gm.","miejsko-wiejska",9,8883,4871,4868,4795,2458,2337
"świętokrzyskie","starachowicki","Starachowice","261101"," m.","miejska",26,43833,23735,23728,23456,10900,12556
"świętokrzyskie","starachowicki","Brody","261102"," gm.","wiejska",14,8818,4510,4510,4446,2948,1498
"świętokrzyskie","starachowicki","Mirzec","261103"," gm.","wiejska",9,6722,3618,3618,3593,2591,1002
"świętokrzyskie","starachowicki","Pawłów","261104"," gm.","wiejska",12,11985,5995,5995,5945,4945,1000
"świętokrzyskie","starachowicki","Wąchock","261105"," gm.","miejsko-wiejska",6,5883,3156,3156,3121,1854,1267
"świętokrzyskie","staszowski","Bogoria","261201"," gm.","wiejska",6,6399,3045,3045,3026,2290,736
"świętokrzyskie","staszowski","Łubnice","261202"," gm.","wiejska",4,3553,1924,1924,1894,1505,389
"świętokrzyskie","staszowski","Oleśnica","261203"," gm.","wiejska",3,3254,1551,1550,1538,1122,416
"świętokrzyskie","staszowski","Osiek","261204"," gm.","miejsko-wiejska",8,6300,3405,3405,3384,2910,474
"świętokrzyskie","staszowski","Połaniec","261205"," gm.","miejsko-wiejska",8,9667,5359,5359,5298,3713,1585
"świętokrzyskie","staszowski","Rytwiany","261206"," gm.","wiejska",6,5134,2507,2507,2487,1764,723
"świętokrzyskie","staszowski","Staszów","261207"," gm.","miejsko-wiejska",20,22032,11006,11006,10923,6371,4552
"świętokrzyskie","staszowski","Szydłów","261208"," gm.","wiejska",4,4107,2005,2005,1979,1393,586
"świętokrzyskie","włoszczowski","Kluczewsko","261301"," gm.","wiejska",4,4275,2326,2326,2295,1733,562
"świętokrzyskie","włoszczowski","Krasocin","261302"," gm.","wiejska",6,8615,4640,4640,4595,3263,1332
"świętokrzyskie","włoszczowski","Moskorzew","261303"," gm.","wiejska",4,2466,1275,1275,1260,931,329
"świętokrzyskie","włoszczowski","Radków","261304"," gm.","wiejska",3,2250,1077,1077,1065,653,412
"świętokrzyskie","włoszczowski","Secemin","261305"," gm.","wiejska",7,4237,1947,1947,1933,1311,622
"świętokrzyskie","włoszczowski","Włoszczowa","261306"," gm.","miejsko-wiejska",19,16590,9076,9076,8964,6046,2918
"świętokrzyskie","Kielce","Kielce","266101"," m.","miejska",96,164561,101046,100997,99730,44876,54854
"warmińsko-mazurskie","bartoszycki","Bartoszyce","280101"," m.","miejska",13,20395,10624,10622,10502,3844,6658
"warmińsko-mazurskie","bartoszycki","Górowo Iławeckie","280102"," m.","miejska",2,3614,1732,1732,1707,470,1237
"warmińsko-mazurskie","bartoszycki","Bartoszyce","280103"," gm.","wiejska",7,8543,3404,3404,3366,1548,1818
"warmińsko-mazurskie","bartoszycki","Bisztynek","280104"," gm.","miejsko-wiejska",4,5530,1986,1986,1967,705,1262
"warmińsko-mazurskie","bartoszycki","Górowo Iławeckie","280105"," gm.","wiejska",5,7005,2503,2503,2476,686,1790
"warmińsko-mazurskie","bartoszycki","Sępopol","280106"," gm.","miejsko-wiejska",6,5456,2067,2066,2049,850,1199
"warmińsko-mazurskie","braniewski","Braniewo","280201"," m.","miejska",10,14021,7137,7137,7048,2477,4571
"warmińsko-mazurskie","braniewski","Braniewo","280202"," gm.","wiejska",5,4922,1790,1790,1772,712,1060
"warmińsko-mazurskie","braniewski","Frombork","280203"," gm.","miejsko-wiejska",3,3296,1592,1592,1568,512,1056
"warmińsko-mazurskie","braniewski","Lelkowo","280204"," gm.","wiejska",4,2567,918,918,899,343,556
"warmińsko-mazurskie","braniewski","Pieniężno","280205"," gm.","miejsko-wiejska",7,5604,2175,2175,2158,905,1253
"warmińsko-mazurskie","braniewski","Płoskinia","280206"," gm.","wiejska",3,2064,817,817,807,331,476
"warmińsko-mazurskie","braniewski","Wilczęta","280207"," gm.","wiejska",3,2522,792,792,787,326,461
"warmińsko-mazurskie","działdowski","Działdowo","280301"," m.","miejska",14,17409,9260,9260,9147,3680,5467
"warmińsko-mazurskie","działdowski","Działdowo","280302"," gm.","wiejska",12,7410,2959,2959,2921,1437,1484
"warmińsko-mazurskie","działdowski","Iłowo-Osada","280303"," gm.","wiejska",5,5647,2659,2659,2638,1457,1181
"warmińsko-mazurskie","działdowski","Lidzbark","280304"," gm.","miejsko-wiejska",9,11750,5598,5598,5547,2908,2639
"warmińsko-mazurskie","działdowski","Płośnica","280305"," gm.","wiejska",5,4685,2087,2087,2067,1103,964
"warmińsko-mazurskie","działdowski","Rybno","280306"," gm.","wiejska",7,5767,3075,3075,3045,1832,1213
"warmińsko-mazurskie","elbląski","Elbląg","280401"," gm.","wiejska",5,5349,2189,2189,2156,874,1282
"warmińsko-mazurskie","elbląski","Godkowo","280402"," gm.","wiejska",3,2705,981,981,974,472,502
"warmińsko-mazurskie","elbląski","Gronowo Elbląskie","280403"," gm.","wiejska",2,3861,1537,1537,1498,536,962
"warmińsko-mazurskie","elbląski","Markusy","280404"," gm.","wiejska",3,3096,1201,1201,1179,529,650
"warmińsko-mazurskie","elbląski","Milejewo","280405"," gm.","wiejska",2,2419,1062,1062,1045,535,510
"warmińsko-mazurskie","elbląski","Młynary","280406"," gm.","miejsko-wiejska",3,3568,1606,1606,1582,695,887
"warmińsko-mazurskie","elbląski","Pasłęk","280407"," gm.","miejsko-wiejska",14,15577,6903,6903,6848,2512,4336
"warmińsko-mazurskie","elbląski","Rychliki","280408"," gm.","wiejska",3,3287,1212,1212,1194,397,797
"warmińsko-mazurskie","elbląski","Tolkmicko","280409"," gm.","miejsko-wiejska",7,5301,2336,2336,2302,799,1503
"warmińsko-mazurskie","ełcki","Ełk","280501"," m.","miejska",30,45252,23235,23231,22937,9401,13536
"warmińsko-mazurskie","ełcki","Ełk","280502"," gm.","wiejska",8,8226,3456,3456,3412,1287,2125
"warmińsko-mazurskie","ełcki","Kalinowo","280503"," gm.","wiejska",6,5462,2110,2110,2086,920,1166
"warmińsko-mazurskie","ełcki","Prostki","280504"," gm.","wiejska",5,5956,2161,2161,2129,955,1174
"warmińsko-mazurskie","ełcki","Stare Juchy","280505"," gm.","wiejska",3,3378,1355,1355,1348,509,839
"warmińsko-mazurskie","giżycki","Giżycko","280601"," m.","miejska",15,25228,14566,14558,14393,4344,10049
"warmińsko-mazurskie","giżycki","Giżycko","280604"," gm.","wiejska",8,6915,3494,3493,3431,1072,2359
"warmińsko-mazurskie","giżycki","Kruklanki","280605"," gm.","wiejska",4,2737,1349,1349,1307,391,916
"warmińsko-mazurskie","giżycki","Miłki","280606"," gm.","wiejska",3,3497,1637,1637,1622,541,1081
"warmińsko-mazurskie","giżycki","Ryn","280608"," gm.","miejsko-wiejska",5,5425,2701,2700,2669,816,1853
"warmińsko-mazurskie","giżycki","Wydminy","280610"," gm.","wiejska",6,5541,2534,2534,2494,941,1553
"warmińsko-mazurskie","iławski","Iława","280701"," m.","miejska",17,28516,15538,15533,15377,5435,9942
"warmińsko-mazurskie","iławski","Lubawa","280702"," m.","miejska",4,7436,4105,4105,4059,1774,2285
"warmińsko-mazurskie","iławski","Iława","280703"," gm.","wiejska",12,9707,4370,4370,4324,1854,2470
"warmińsko-mazurskie","iławski","Kisielice","280704"," gm.","miejsko-wiejska",6,4865,1900,1900,1872,951,921
"warmińsko-mazurskie","iławski","Lubawa","280705"," gm.","wiejska",8,7894,3977,3977,3938,2474,1464
"warmińsko-mazurskie","iławski","Susz","280706"," gm.","miejsko-wiejska",11,9967,3935,3935,3903,1637,2266
"warmińsko-mazurskie","iławski","Zalewo","280707"," gm.","miejsko-wiejska",4,5885,2309,2309,2283,826,1457
"warmińsko-mazurskie","kętrzyński","Kętrzyn","280801"," m.","miejska",16,23271,11810,11809,11686,4014,7672
"warmińsko-mazurskie","kętrzyński","Barciany","280802"," gm.","wiejska",5,5451,1806,1806,1779,618,1161
"warmińsko-mazurskie","kętrzyński","Kętrzyn","280803"," gm.","wiejska",11,6530,2517,2517,2479,894,1585
"warmińsko-mazurskie","kętrzyński","Korsze","280804"," gm.","miejsko-wiejska",8,8760,3218,3218,3159,1218,1941
"warmińsko-mazurskie","kętrzyński","Reszel","280805"," gm.","miejsko-wiejska",7,7028,3205,3205,3169,1105,2064
"warmińsko-mazurskie","kętrzyński","Srokowo","280806"," gm.","wiejska",4,3424,1458,1458,1435,418,1017
"warmińsko-mazurskie","lidzbarski","Lidzbark Warmiński","280901"," m.","miejska",8,13121,7095,7093,6972,2298,4674
"warmińsko-mazurskie","lidzbarski","Kiwity","280902"," gm.","wiejska",4,2852,1193,1193,1178,509,669
"warmińsko-mazurskie","lidzbarski","Lidzbark Warmiński","280903"," gm.","wiejska",8,5356,1968,1967,1948,718,1230
"warmińsko-mazurskie","lidzbarski","Lubomino","280904"," gm.","wiejska",3,2889,1184,1184,1175,521,654
"warmińsko-mazurskie","lidzbarski","Orneta","280905"," gm.","miejsko-wiejska",8,10118,4504,4502,4443,1688,2755
"warmińsko-mazurskie","mrągowski","Mrągowo","281001"," m.","miejska",12,18196,9997,9997,9850,3368,6482
"warmińsko-mazurskie","mrągowski","Mikołajki","281002"," gm.","miejsko-wiejska",6,8620,4987,4984,4930,1451,3479
"warmińsko-mazurskie","mrągowski","Mrągowo","281003"," gm.","wiejska",5,6128,2566,2566,2536,901,1635
"warmińsko-mazurskie","mrągowski","Piecki","281004"," gm.","wiejska",7,7002,3552,3552,3513,1319,2194
"warmińsko-mazurskie","mrągowski","Sorkwity","281005"," gm.","wiejska",4,4057,1960,1959,1943,631,1312
"warmińsko-mazurskie","nidzicki","Janowiec Kościelny","281101"," gm.","wiejska",5,2685,1218,1217,1199,825,374
"warmińsko-mazurskie","nidzicki","Janowo","281102"," gm.","wiejska",5,2289,1019,1019,1006,633,373
"warmińsko-mazurskie","nidzicki","Kozłowo","281103"," gm.","wiejska",5,4805,1935,1935,1910,931,979
"warmińsko-mazurskie","nidzicki","Nidzica","281104"," gm.","miejsko-wiejska",15,17344,8806,8806,8683,3622,5061
"warmińsko-mazurskie","nowomiejski","Nowe Miasto Lubawskie","281201"," m.","miejska",6,8766,4532,4520,4453,1832,2621
"warmińsko-mazurskie","nowomiejski","Biskupiec","281202"," gm.","wiejska",7,7639,3415,3414,3369,1435,1934
"warmińsko-mazurskie","nowomiejski","Grodziczno","281203"," gm.","wiejska",6,4987,2422,2422,2395,1521,874
"warmińsko-mazurskie","nowomiejski","Kurzętnik","281204"," gm.","wiejska",5,6904,3059,3059,3013,1674,1339
"warmińsko-mazurskie","nowomiejski","Nowe Miasto Lubawskie","281205"," gm.","wiejska",7,6106,2830,2830,2790,1536,1254
"warmińsko-mazurskie","olecki","Kowale Oleckie","281303"," gm.","wiejska",4,4300,1560,1560,1540,607,933
"warmińsko-mazurskie","olecki","Olecko","281304"," gm.","miejsko-wiejska",15,17326,8862,8860,8754,3357,5397
"warmińsko-mazurskie","olecki","Świętajno","281305"," gm.","wiejska",5,3307,1381,1381,1373,496,877
"warmińsko-mazurskie","olecki","Wieliczki","281306"," gm.","wiejska",4,2702,1211,1211,1194,562,632
"warmińsko-mazurskie","olsztyński","Barczewo","281401"," gm.","miejsko-wiejska",18,13941,6823,6822,6725,2156,4569
"warmińsko-mazurskie","olsztyński","Biskupiec","281402"," gm.","miejsko-wiejska",17,15698,7149,7148,7049,2289,4760
"warmińsko-mazurskie","olsztyński","Dobre Miasto","281403"," gm.","miejsko-wiejska",17,12818,5959,5959,5891,2314,3577
"warmińsko-mazurskie","olsztyński","Dywity","281404"," gm.","wiejska",8,7716,4203,4203,4150,1320,2830
"warmińsko-mazurskie","olsztyński","Gietrzwałd","281405"," gm.","wiejska",5,4831,2603,2603,2567,803,1764
"warmińsko-mazurskie","olsztyński","Jeziorany","281406"," gm.","miejsko-wiejska",8,6392,2297,2297,2266,936,1330
"warmińsko-mazurskie","olsztyński","Jonkowo","281407"," gm.","wiejska",5,4966,2563,2562,2534,832,1702
"warmińsko-mazurskie","olsztyński","Kolno","281408"," gm.","wiejska",3,2902,1195,1195,1177,436,741
"warmińsko-mazurskie","olsztyński","Olsztynek","281409"," gm.","miejsko-wiejska",12,11694,5696,5694,5620,1968,3652
"warmińsko-mazurskie","olsztyński","Purda","281410"," gm.","wiejska",6,6665,3142,3141,3087,951,2136
"warmińsko-mazurskie","olsztyński","Stawiguda","281411"," gm.","wiejska",4,5345,3192,3192,3142,803,2339
"warmińsko-mazurskie","olsztyński","Świątki","281412"," gm.","wiejska",6,3243,1272,1272,1259,535,724
"warmińsko-mazurskie","ostródzki","Ostróda","281501"," m.","miejska",19,27323,15413,15411,15238,5261,9977
"warmińsko-mazurskie","ostródzki","Dąbrówno","281502"," gm.","wiejska",4,3603,1651,1651,1628,745,883
"warmińsko-mazurskie","ostródzki","Grunwald","281503"," gm.","wiejska",4,4537,1742,1742,1716,626,1090
"warmińsko-mazurskie","ostródzki","Łukta","281504"," gm.","wiejska",3,3635,1636,1636,1623,464,1159
"warmińsko-mazurskie","ostródzki","Małdyty","281505"," gm.","wiejska",4,5200,1887,1887,1868,659,1209
"warmińsko-mazurskie","ostródzki","Miłakowo","281506"," gm.","miejsko-wiejska",4,4565,1640,1640,1624,705,919
"warmińsko-mazurskie","ostródzki","Miłomłyn","281507"," gm.","miejsko-wiejska",5,4283,1922,1922,1907,694,1213
"warmińsko-mazurskie","ostródzki","Morąg","281508"," gm.","miejsko-wiejska",20,20103,9571,9571,9469,3201,6268
"warmińsko-mazurskie","ostródzki","Ostróda","281509"," gm.","wiejska",15,12198,5583,5583,5528,2004,3524
"warmińsko-mazurskie","piski","Biała Piska","281601"," gm.","miejsko-wiejska",9,9533,4150,4150,4102,2042,2060
"warmińsko-mazurskie","piski","Orzysz","281602"," gm.","miejsko-wiejska",8,8222,4055,4051,4005,1395,2610
"warmińsko-mazurskie","piski","Pisz","281603"," gm.","miejsko-wiejska",18,22663,11679,11679,11531,5280,6251
"warmińsko-mazurskie","piski","Ruciane-Nida","281604"," gm.","miejsko-wiejska",8,9124,5670,5669,5600,2129,3471
"warmińsko-mazurskie","szczycieński","Szczytno","281701"," m.","miejska",16,21077,11782,11777,11614,4522,7092
"warmińsko-mazurskie","szczycieński","Dźwierzuty","281702"," gm.","wiejska",5,5645,2449,2449,2411,971,1440
"warmińsko-mazurskie","szczycieński","Jedwabno","281703"," gm.","wiejska",3,3675,2075,2074,2056,739,1317
"warmińsko-mazurskie","szczycieński","Pasym","281704"," gm.","miejsko-wiejska",6,4706,2440,2440,2412,831,1581
"warmińsko-mazurskie","szczycieński","Rozogi","281705"," gm.","wiejska",6,4483,2038,2037,1998,1167,831
"warmińsko-mazurskie","szczycieński","Szczytno","281706"," gm.","wiejska",10,8782,3758,3758,3707,1556,2151
"warmińsko-mazurskie","szczycieński","Świętajno","281707"," gm.","wiejska",5,5511,2796,2795,2763,1169,1594
"warmińsko-mazurskie","szczycieński","Wielbark","281708"," gm.","wiejska",5,5073,2024,2024,1998,956,1042
"warmińsko-mazurskie","gołdapski","Banie Mazurskie","281801"," gm.","wiejska",3,3332,1320,1320,1297,421,876
"warmińsko-mazurskie","gołdapski","Dubeninki","281802"," gm.","wiejska",3,2672,1051,1051,1037,487,550
"warmińsko-mazurskie","gołdapski","Gołdap","281803"," gm.","miejsko-wiejska",16,16487,7633,7633,7556,2486,5070
"warmińsko-mazurskie","węgorzewski","Budry","281901"," gm.","wiejska",4,2510,935,935,928,368,560
"warmińsko-mazurskie","węgorzewski","Pozezdrze","281902"," gm.","wiejska",3,3038,1433,1433,1409,544,865
"warmińsko-mazurskie","węgorzewski","Węgorzewo","281903"," gm.","miejsko-wiejska",13,14825,7237,7236,7177,2192,4985
"warmińsko-mazurskie","Elbląg","Elbląg","286101"," m.","miejska",62,96912,51579,51565,50953,19004,31949
"warmińsko-mazurskie","Olsztyn","Olsztyn","286201"," m.","miejska",95,134564,82341,82313,81074,26798,54276
"wielkopolskie","chodzieski","Chodzież","300101"," m.","miejska",11,15754,9025,9025,8907,2405,6502
"wielkopolskie","chodzieski","Budzyń","300102"," gm.","wiejska",5,6474,2975,2975,2954,918,2036
"wielkopolskie","chodzieski","Chodzież","300103"," gm.","wiejska",8,4333,2257,2257,2229,612,1617
"wielkopolskie","chodzieski","Margonin","300104"," gm.","miejsko-wiejska",5,4890,2654,2654,2618,837,1781
"wielkopolskie","chodzieski","Szamocin","300105"," gm.","miejsko-wiejska",5,5695,2879,2879,2853,1057,1796
"wielkopolskie","czarnkowsko-trzcianecki","Czarnków","300201"," m.","miejska",6,9157,5185,5185,5123,1422,3701
"wielkopolskie","czarnkowsko-trzcianecki","Czarnków","300202"," gm.","wiejska",11,8383,4018,4018,3961,1344,2617
"wielkopolskie","czarnkowsko-trzcianecki","Drawsko","300203"," gm.","wiejska",5,4766,2268,2268,2237,929,1308
"wielkopolskie","czarnkowsko-trzcianecki","Krzyż Wielkopolski","300204"," gm.","miejsko-wiejska",5,6885,3225,3225,3195,1071,2124
"wielkopolskie","czarnkowsko-trzcianecki","Lubasz","300205"," gm.","wiejska",5,5471,2688,2688,2657,979,1678
"wielkopolskie","czarnkowsko-trzcianecki","Połajewo","300206"," gm.","wiejska",4,4734,2326,2326,2287,1024,1263
"wielkopolskie","czarnkowsko-trzcianecki","Trzcianka","300207"," gm.","miejsko-wiejska",19,18772,9948,9948,9856,3172,6684
"wielkopolskie","czarnkowsko-trzcianecki","Wieleń","300208"," gm.","miejsko-wiejska",10,10211,4912,4912,4841,1954,2887
"wielkopolskie","gnieźnieński","Gniezno","300301"," m.","miejska",36,56189,31794,31781,31400,10996,20404
"wielkopolskie","gnieźnieński","Czerniejewo","300302"," gm.","miejsko-wiejska",5,6221,3127,3125,3065,1328,1737
"wielkopolskie","gnieźnieński","Gniezno","300303"," gm.","wiejska",5,7178,3650,3650,3597,1631,1966
"wielkopolskie","gnieźnieński","Kiszkowo","300304"," gm.","wiejska",3,4164,2062,2062,2027,886,1141
"wielkopolskie","gnieźnieński","Kłecko","300305"," gm.","miejsko-wiejska",4,5900,2907,2906,2868,1508,1360
"wielkopolskie","gnieźnieński","Łubowo","300306"," gm.","wiejska",4,4401,2224,2224,2197,962,1235
"wielkopolskie","gnieźnieński","Mieleszyn","300307"," gm.","wiejska",4,3063,1439,1439,1429,708,721
"wielkopolskie","gnieźnieński","Niechanowo","300308"," gm.","wiejska",3,4201,2036,2035,1996,1103,893
"wielkopolskie","gnieźnieński","Trzemeszno","300309"," gm.","miejsko-wiejska",10,11193,5130,5130,5048,2192,2856
"wielkopolskie","gnieźnieński","Witkowo","300310"," gm.","miejsko-wiejska",9,10912,5637,5636,5551,2617,2934
"wielkopolskie","gostyński","Borek Wielkopolski","300401"," gm.","miejsko-wiejska",4,6068,2617,2617,2582,1209,1373
"wielkopolskie","gostyński","Gostyń","300402"," gm.","miejsko-wiejska",17,22225,11475,11473,11342,4313,7029
"wielkopolskie","gostyński","Krobia","300403"," gm.","miejsko-wiejska",9,10259,4678,4678,4634,2312,2322
"wielkopolskie","gostyński","Pępowo","300404"," gm.","wiejska",4,4682,2325,2325,2287,1221,1066
"wielkopolskie","gostyński","Piaski","300405"," gm.","wiejska",7,6658,3279,3279,3227,1611,1616
"wielkopolskie","gostyński","Pogorzela","300406"," gm.","miejsko-wiejska",4,3964,1705,1704,1673,844,829
"wielkopolskie","gostyński","Poniec","300407"," gm.","miejsko-wiejska",5,6223,2551,2551,2519,1224,1295
"wielkopolskie","grodziski","Granowo","300501"," gm.","wiejska",3,3749,1900,1900,1874,1012,862
"wielkopolskie","grodziski","Grodzisk Wielkopolski","300502"," gm.","miejsko-wiejska",10,14630,7542,7536,7447,2823,4624
"wielkopolskie","grodziski","Kamieniec","300503"," gm.","wiejska",4,5004,2370,2370,2332,983,1349
"wielkopolskie","grodziski","Rakoniewice","300504"," gm.","miejsko-wiejska",6,9600,4360,4360,4311,1681,2630
"wielkopolskie","grodziski","Wielichowo","300505"," gm.","miejsko-wiejska",5,5233,2515,2514,2467,1195,1272
"wielkopolskie","jarociński","Jaraczewo","300601"," gm.","wiejska",5,6459,3157,3156,3104,1683,1421
