"Województwo","Powiat","Gmina","Teryt","Typ.gminy","typ_gminy","L.obwodów","Uprawnieni.do.głosowania","Wydane.karty.do.głosowania","Głosy.oddane","Głosy.ważne","Jarosław.Aleksander.KACZYŃSKI","Bronisław.Maria.KOMOROWSKI"
"łódzkie","Piotrków Trybunalski","Piotrków Trybunalski","106201"," m.","miejska",41,62441,36397,36389,35919,18291,17628
"łódzkie","Skierniewice","Skierniewice","106301"," m.","miejska",25,38887,23052,23051,22766,10479,12287
"małopolskie","bocheński","Bochnia","120101"," m.","miejska",17,23657,14486,14481,14343,7647,6696
"małopolskie","bocheński","Bochnia","120102"," gm.","wiejska",16,14669,8439,8438,8369,5660,2709
"małopolskie","bocheński","Drwinia","120103"," gm.","wiejska",4,5053,2951,2950,2927,2325,602
"małopolskie","bocheński","Lipnica Murowana","120104"," gm.","wiejska",3,4321,2600,2600,2581,1912,669
"małopolskie","bocheński","Łapanów","120105"," gm.","wiejska",5,5880,3392,3392,3360,2318,1042
"małopolskie","bocheński","Nowy Wiśnicz","120106"," gm.","miejsko-wiejska",9,10464,6512,6511,6462,4501,1961
"małopolskie","bocheński","Rzezawa","120107"," gm.","wiejska",9,8298,4735,4735,4697,3478,1219
"małopolskie","bocheński","Trzciana","120108"," gm.","wiejska",5,4049,2599,2599,2577,1953,624
"małopolskie","bocheński","Żegocina","120109"," gm.","wiejska",4,3993,2795,2795,2776,2304,472
"małopolskie","brzeski","Borzęcin","120201"," gm.","wiejska",6,6559,3551,3550,3522,2505,1017
"małopolskie","brzeski","Brzesko","120202"," gm.","miejsko-wiejska",18,28497,16506,16501,16344,9850,6494
"małopolskie","brzeski","Czchów","120203"," gm.","miejsko-wiejska",8,7150,4256,4256,4213,2984,1229
"małopolskie","brzeski","Dębno","120204"," gm.","wiejska",11,10931,6503,6502,6442,4486,1956
"małopolskie","brzeski","Gnojnik","120205"," gm.","wiejska",6,5755,3257,3257,3230,2497,733
"małopolskie","brzeski","Iwkowa","120206"," gm.","wiejska",4,4710,2901,2901,2880,2362,518
"małopolskie","brzeski","Szczurowa","120207"," gm.","wiejska",11,7815,3946,3946,3924,2698,1226
"małopolskie","chrzanowski","Alwernia","120301"," gm.","miejsko-wiejska",8,10336,5796,5793,5729,2927,2802
"małopolskie","chrzanowski","Babice","120302"," gm.","wiejska",8,7103,4052,4051,4001,2165,1836
"małopolskie","chrzanowski","Chrzanów","120303"," gm.","miejsko-wiejska",29,39749,22563,22559,22261,8744,13517
"małopolskie","chrzanowski","Libiąż","120304"," gm.","miejsko-wiejska",12,18133,10223,10222,10102,5212,4890
"małopolskie","chrzanowski","Trzebinia","120305"," gm.","miejsko-wiejska",24,28152,15909,15901,15727,6652,9075
"małopolskie","dąbrowski","Bolesław","120401"," gm.","wiejska",2,2380,1081,1080,1060,841,219
"małopolskie","dąbrowski","Dąbrowa Tarnowska","120402"," gm.","miejsko-wiejska",20,16601,8764,8761,8690,6303,2387
"małopolskie","dąbrowski","Gręboszów","120403"," gm.","wiejska",4,2967,1586,1585,1573,1300,273
"małopolskie","dąbrowski","Mędrzechów","120404"," gm.","wiejska",4,2870,1461,1461,1441,1072,369
"małopolskie","dąbrowski","Olesno","120405"," gm.","wiejska",8,6138,3330,3330,3304,2753,551
"małopolskie","dąbrowski","Radgoszcz","120406"," gm.","wiejska",4,5598,3122,3122,3089,2686,403
"małopolskie","dąbrowski","Szczucin","120407"," gm.","miejsko-wiejska",9,10603,5398,5394,5342,3770,1572
"małopolskie","gorlicki","Gorlice","120501"," m.","miejska",22,24235,13570,13567,13425,6897,6528
"małopolskie","gorlicki","Biecz","120502"," gm.","miejsko-wiejska",13,13564,7374,7373,7291,5087,2204
"małopolskie","gorlicki","Bobowa","120503"," gm.","miejsko-wiejska",8,7022,4051,4051,4026,3077,949
"małopolskie","gorlicki","Gorlice","120504"," gm.","wiejska",11,13124,7352,7351,7277,4901,2376
"małopolskie","gorlicki","Lipinki","120505"," gm.","wiejska",7,5444,2909,2909,2880,2063,817
"małopolskie","gorlicki","Łużna","120506"," gm.","wiejska",7,6439,3440,3439,3408,2352,1056
"małopolskie","gorlicki","Moszczenica","120507"," gm.","wiejska",3,3740,1902,1902,1879,1469,410
"małopolskie","gorlicki","Ropa","120508"," gm.","wiejska",4,3909,2441,2439,2412,1829,583
"małopolskie","gorlicki","Sękowa","120509"," gm.","wiejska",6,3921,2152,2152,2131,1256,875
"małopolskie","gorlicki","Uście Gorlickie","120510"," gm.","wiejska",10,5623,3253,3253,3221,1528,1693
"małopolskie","krakowski","Czernichów","120601"," gm.","wiejska",12,10533,5737,5736,5660,3539,2121
"małopolskie","krakowski","Igołomia-Wawrzeńczyce","120602"," gm.","wiejska",4,6086,2639,2638,2617,1781,836
"małopolskie","krakowski","Iwanowice","120603"," gm.","wiejska",6,6642,3752,3752,3718,2547,1171
"małopolskie","krakowski","Jerzmanowice-Przeginia","120604"," gm.","wiejska",8,8361,4941,4939,4880,3285,1595
"małopolskie","krakowski","Kocmyrzów-Luborzyca","120605"," gm.","wiejska",10,10535,5513,5511,5467,3254,2213
"małopolskie","krakowski","Krzeszowice","120606"," gm.","miejsko-wiejska",20,26094,15165,15163,15007,7603,7404
"małopolskie","krakowski","Liszki","120607"," gm.","wiejska",10,12377,7339,7339,7285,4658,2627
"małopolskie","krakowski","Michałowice","120608"," gm.","wiejska",5,6624,3757,3756,3730,2063,1667
"małopolskie","krakowski","Mogilany","120609"," gm.","wiejska",7,9013,5502,5502,5450,3035,2415
"małopolskie","krakowski","Skała","120610"," gm.","miejsko-wiejska",5,7829,4267,4267,4230,2663,1567
"małopolskie","krakowski","Skawina","120611"," gm.","miejsko-wiejska",23,33007,18881,18876,18655,10014,8641
"małopolskie","krakowski","Słomniki","120612"," gm.","miejsko-wiejska",12,10862,5696,5695,5654,3644,2010
"małopolskie","krakowski","Sułoszowa","120613"," gm.","wiejska",5,4654,2734,2734,2711,2100,611
"małopolskie","krakowski","Świątniki Górne","120614"," gm.","miejsko-wiejska",5,7177,4102,4102,4068,2492,1576
"małopolskie","krakowski","Wielka Wieś","120615"," gm.","wiejska",8,7710,4712,4712,4661,2441,2220
"małopolskie","krakowski","Zabierzów","120616"," gm.","wiejska",18,18785,11882,11882,11744,5528,6216
"małopolskie","krakowski","Zielonki","120617"," gm.","wiejska",10,13163,8059,8059,7975,3581,4394
"małopolskie","limanowski","Limanowa","120701"," m.","miejska",12,12160,7641,7637,7572,4849,2723
"małopolskie","limanowski","Mszana Dolna","120702"," m.","miejska",4,6021,3636,3636,3608,2355,1253
"małopolskie","limanowski","Dobra","120703"," gm.","wiejska",9,7529,4102,4102,4053,2818,1235
"małopolskie","limanowski","Jodłownik","120704"," gm.","wiejska",8,6393,3426,3426,3390,2505,885
"małopolskie","limanowski","Kamienica","120705"," gm.","wiejska",6,5673,3422,3422,3403,2551,852
"małopolskie","limanowski","Laskowa","120706"," gm.","wiejska",7,5746,4025,4025,4000,3478,522
"małopolskie","limanowski","Limanowa","120707"," gm.","wiejska",19,17825,10846,10845,10757,8554,2203
"małopolskie","limanowski","Łukowica","120708"," gm.","wiejska",6,7037,4401,4401,4341,3307,1034
"małopolskie","limanowski","Mszana Dolna","120709"," gm.","wiejska",11,12631,7669,7650,7590,6188,1402
"małopolskie","limanowski","Niedźwiedź","120710"," gm.","wiejska",4,5260,2681,2681,2662,2031,631
"małopolskie","limanowski","Słopnice","120711"," gm.","wiejska",5,4338,2758,2758,2731,2291,440
"małopolskie","limanowski","Tymbark","120712"," gm.","wiejska",4,4727,3092,3092,3063,2442,621
"małopolskie","miechowski ","Charsznica","120801"," gm.","wiejska",7,6326,2831,2831,2798,1868,930
"małopolskie","miechowski ","Gołcza","120802"," gm.","wiejska",7,5143,2544,2542,2519,1703,816
"małopolskie","miechowski ","Kozłów","120803"," gm.","wiejska",9,4089,1835,1835,1809,1307,502
"małopolskie","miechowski ","Książ Wielki","120804"," gm.","wiejska",9,4494,2366,2366,2331,1636,695
"małopolskie","miechowski ","Miechów","120805"," gm.","miejsko-wiejska",16,16211,8233,8229,8141,4488,3653
"małopolskie","miechowski ","Racławice","120806"," gm.","wiejska",3,2077,849,849,842,566,276
"małopolskie","miechowski ","Słaboszów","120807"," gm.","wiejska",4,3121,1373,1372,1354,968,386
"małopolskie","myślenicki","Dobczyce","120901"," gm.","miejsko-wiejska",8,11070,6572,6572,6506,4097,2409
"małopolskie","myślenicki","Lubień","120902"," gm.","wiejska",5,7265,4482,4482,4441,3374,1067
"małopolskie","myślenicki","Myślenice","120903"," gm.","miejsko-wiejska",26,32589,20289,20277,20038,11825,8213
"małopolskie","myślenicki","Pcim","120904"," gm.","wiejska",7,8158,5064,5064,5010,3804,1206
"małopolskie","myślenicki","Raciechowice","120905"," gm.","wiejska",4,4778,2561,2560,2536,1749,787
"małopolskie","myślenicki","Siepraw","120906"," gm.","wiejska",4,6166,3626,3622,3594,2383,1211
"małopolskie","myślenicki","Sułkowice","120907"," gm.","miejsko-wiejska",9,10870,5900,5899,5837,3602,2235
"małopolskie","myślenicki","Tokarnia","120908"," gm.","wiejska",6,6401,4066,4066,4030,3048,982
"małopolskie","myślenicki","Wiśniowa","120909"," gm.","wiejska",7,5409,3420,3418,3383,2586,797
"małopolskie","nowosądecki","Grybów","121001"," m.","miejska",5,4972,3240,3240,3197,2281,916
"małopolskie","nowosądecki","Chełmiec","121002"," gm.","wiejska",21,19072,12097,12094,11984,9091,2893
"małopolskie","nowosądecki","Gródek nad Dunajcem","121003"," gm.","wiejska",7,7100,4292,4292,4262,3165,1097
"małopolskie","nowosądecki","Grybów","121004"," gm.","wiejska",15,17406,11826,11822,11744,9777,1967
"małopolskie","nowosądecki","Kamionka Wielka","121005"," gm.","wiejska",8,6985,4472,4472,4418,3447,971
"małopolskie","nowosądecki","Korzenna","121006"," gm.","wiejska",9,10183,6296,6294,6241,5214,1027
"małopolskie","nowosądecki","Krynica-Zdrój","121007"," gm.","miejsko-wiejska",18,15670,9824,9820,9765,5180,4585
"małopolskie","nowosądecki","Łabowa","121008"," gm.","wiejska",5,3933,2322,2320,2298,1807,491
"małopolskie","nowosądecki","Łącko","121009"," gm.","wiejska",12,11602,6933,6933,6862,5267,1595
"małopolskie","nowosądecki","Łososina Dolna","121010"," gm.","wiejska",7,7837,5193,5193,5163,4240,923
"małopolskie","nowosądecki","Muszyna","121011"," gm.","miejsko-wiejska",11,9396,5568,5568,5505,3334,2171
"małopolskie","nowosądecki","Nawojowa","121012"," gm.","wiejska",7,5850,3680,3680,3638,2884,754
"małopolskie","nowosądecki","Piwniczna-Zdrój","121013"," gm.","miejsko-wiejska",8,8606,5089,5088,5052,3505,1547
"małopolskie","nowosądecki","Podegrodzie","121014"," gm.","wiejska",14,8826,5551,5551,5468,4347,1121
"małopolskie","nowosądecki","Rytro","121015"," gm.","wiejska",2,3002,1773,1773,1758,1280,478
"małopolskie","nowosądecki","Stary Sącz","121016"," gm.","miejsko-wiejska",15,17430,10894,10893,10815,7914,2901
"małopolskie","nowotarski","Nowy Targ","121101"," m.","miejska",18,26686,15024,15024,14890,7202,7688
"małopolskie","nowotarski","Szczawnica","121102"," gm.","miejsko-wiejska",6,7061,4097,4096,4051,1860,2191
"małopolskie","nowotarski","Czarny Dunajec","121103"," gm.","wiejska",21,16934,7704,7703,7614,5462,2152
"małopolskie","nowotarski","Czorsztyn","121104"," gm.","wiejska",6,6102,3417,3416,3373,1702,1671
"małopolskie","nowotarski","Jabłonka","121105"," gm.","wiejska",11,13318,7696,7695,7642,6043,1599
"małopolskie","nowotarski","Krościenko nad Dunajcem","121106"," gm.","wiejska",6,5727,3286,3286,3238,1942,1296
"małopolskie","nowotarski","Lipnica Wielka","121107"," gm.","wiejska",5,4282,2478,2478,2455,1845,610
"małopolskie","nowotarski","Łapsze Niżne","121108"," gm.","wiejska",9,7258,3678,3678,3635,2281,1354
"małopolskie","nowotarski","Nowy Targ","121109"," gm.","wiejska",21,17505,9329,9328,9272,6047,3225
"małopolskie","nowotarski","Ochotnica Dolna","121110"," gm.","wiejska",4,6469,3856,3855,3826,2932,894
"małopolskie","nowotarski","Raba Wyżna","121111"," gm.","wiejska",10,10788,5968,5967,5899,4211,1688
"małopolskie","nowotarski","Rabka-Zdrój","121112"," gm.","miejsko-wiejska",13,14711,8998,8998,8928,5752,3176
"małopolskie","nowotarski","Spytkowice","121113"," gm.","wiejska",3,3155,1693,1693,1682,1297,385
"małopolskie","nowotarski","Szaflary","121114"," gm.","wiejska",10,8010,3887,3887,3859,2962,897
"małopolskie","olkuski","Bukowno","121201"," m.","miejska",6,8563,4574,4571,4513,2002,2511
"małopolskie","olkuski","Bolesław","121203"," gm.","wiejska",5,6437,3272,3271,3224,1321,1903
"małopolskie","olkuski","Klucze","121204"," gm.","wiejska",12,12468,7001,7000,6913,3183,3730
"małopolskie","olkuski","Olkusz","121205"," gm.","miejsko-wiejska",34,41092,23896,23890,23552,12616,10936
"małopolskie","olkuski","Trzyciąż","121206"," gm.","wiejska",4,5725,2893,2893,2856,2154,702
"małopolskie","olkuski","Wolbrom","121207"," gm.","miejsko-wiejska",20,18927,10256,10254,10102,6323,3779
"małopolskie","oświęcimski","Oświęcim","121301"," m.","miejska",25,33054,19644,19641,19439,8149,11290
"małopolskie","oświęcimski","Brzeszcze","121302"," gm.","miejsko-wiejska",15,17342,10390,10386,10249,4820,5429
"małopolskie","oświęcimski","Chełmek","121303"," gm.","miejsko-wiejska",8,10281,5953,5953,5874,2820,3054
"małopolskie","oświęcimski","Kęty","121304"," gm.","miejsko-wiejska",16,26779,16154,16154,15992,8346,7646
"małopolskie","oświęcimski","Osiek","121305"," gm.","wiejska",4,6263,3444,3444,3417,2103,1314
"małopolskie","oświęcimski","Oświęcim","121306"," gm.","wiejska",14,13824,8574,8574,8480,4386,4094
"małopolskie","oświęcimski","Polanka Wielka","121307"," gm.","wiejska",3,3314,1931,1931,1916,1125,791
"małopolskie","oświęcimski","Przeciszów","121308"," gm.","wiejska",3,5399,2919,2915,2885,1544,1341
"małopolskie","oświęcimski","Zator","121309"," gm.","miejsko-wiejska",11,7371,4337,4337,4282,2459,1823
"małopolskie","proszowicki","Koniusza","121401"," gm.","wiejska",9,6795,3128,3128,3100,2226,874
"małopolskie","proszowicki","Koszyce","121402"," gm.","wiejska",3,4799,1919,1919,1892,1273,619
"małopolskie","proszowicki","Nowe Brzesko","121403"," gm.","wiejska",5,4582,2210,2209,2197,1532,665
"małopolskie","proszowicki","Pałecznica","121404"," gm.","wiejska",5,2898,1374,1374,1358,1049,309
"małopolskie","proszowicki","Proszowice","121405"," gm.","miejsko-wiejska",11,13420,6647,6647,6578,4181,2397
"małopolskie","proszowicki","Radziemice","121406"," gm.","wiejska",4,2753,1312,1311,1297,931,366
"małopolskie","Suski","Jordanów","121501"," m.","miejska",2,4212,2600,2600,2578,1526,1052
"małopolskie","Suski","Sucha Beskidzka","121502"," m.","miejska",7,8082,4588,4588,4547,2166,2381
"małopolskie","Suski","Budzów","121503"," gm.","wiejska",6,6406,3562,3562,3535,2499,1036
"małopolskie","Suski","Bystra-Sidzina","121504"," gm.","wiejska",4,4982,2786,2786,2754,1960,794
"małopolskie","Suski","Jordanów","121505"," gm.","wiejska",7,8118,4569,4569,4530,3383,1147
"małopolskie","Suski","Maków Podhalański","121506"," gm.","miejsko-wiejska",11,12827,7589,7588,7503,4915,2588
"małopolskie","Suski","Stryszawa","121507"," gm.","wiejska",7,9669,5461,5461,5369,3589,1780
"małopolskie","Suski","Zawoja","121508"," gm.","wiejska",8,7527,4457,4457,4424,2664,1760
"małopolskie","Suski","Zembrzyce","121509"," gm.","wiejska",5,4433,2559,2559,2531,1507,1024
"małopolskie","tarnowski","Ciężkowice","121601"," gm.","miejsko-wiejska",5,8741,4597,4597,4550,3125,1425
"małopolskie","tarnowski","Gromnik","121602"," gm.","wiejska",7,6595,3595,3595,3573,2946,627
"małopolskie","tarnowski","Lisia Góra","121603"," gm.","wiejska",11,10621,6158,6156,6119,4589,1530
"małopolskie","tarnowski","Pleśna","121604"," gm.","wiejska",10,9112,5131,5131,5085,3657,1428
"małopolskie","tarnowski","Radłów","121605"," gm.","miejsko-wiejska",7,7727,3980,3979,3931,2876,1055
"małopolskie","tarnowski","Ryglice","121606"," gm.","miejsko-wiejska",7,8774,4833,4833,4799,3604,1195
"małopolskie","tarnowski","Rzepiennik Strzyżewski","121607"," gm.","wiejska",6,5304,2861,2860,2837,2228,609
"małopolskie","tarnowski","Skrzyszów","121608"," gm.","wiejska",7,10286,5821,5821,5762,4020,1742
"małopolskie","tarnowski","Tarnów","121609"," gm.","wiejska",14,18241,10939,10935,10845,6998,3847
"małopolskie","tarnowski","Tuchów","121610"," gm.","miejsko-wiejska",15,13953,8019,8019,7975,5830,2145
"małopolskie","tarnowski","Wierzchosławice","121611"," gm.","wiejska",5,8199,4932,4931,4880,3244,1636
"małopolskie","tarnowski","Wietrzychowice","121612"," gm.","wiejska",5,3314,1575,1575,1556,1043,513
"małopolskie","tarnowski","Wojnicz","121613"," gm.","wiejska",10,10177,5948,5947,5899,4192,1707
"małopolskie","tarnowski","Zakliczyn","121614"," gm.","miejsko-wiejska",9,9551,5265,5264,5211,3794,1417
"małopolskie","tarnowski","Żabno","121615"," gm.","miejsko-wiejska",9,14976,8105,8101,8036,5737,2299
"małopolskie","tarnowski","Szerzyny","121616"," gm.","wiejska",5,6453,3512,3511,3478,2633,845
"małopolskie","tatrzański","Zakopane","121701"," m.","miejska",23,29754,20713,20705,20554,9561,10993
"małopolskie","tatrzański","Biały Dunajec","121702"," gm.","wiejska",6,5849,3135,3135,3113,2318,795
"małopolskie","tatrzański","Bukowina Tatrzańska","121703"," gm.","wiejska",10,11254,6912,6912,6864,4767,2097
"małopolskie","tatrzański","Kościelisko","121704"," gm.","wiejska",4,7057,3890,3887,3858,2267,1591
"małopolskie","tatrzański","Poronin","121705"," gm.","wiejska",8,9743,5613,5610,5588,3525,2063
"małopolskie","wadowicki","Andrychów","121801"," gm.","miejsko-wiejska",24,34774,20841,20841,20588,11188,9400
"małopolskie","wadowicki","Brzeźnica","121802"," gm.","wiejska",7,7681,4100,4100,4057,2396,1661
"małopolskie","wadowicki","Kalwaria Zebrzydowska","121803"," gm.","miejsko-wiejska",15,15452,8457,8457,8391,4794,3597
"małopolskie","wadowicki","Lanckorona","121804"," gm.","wiejska",4,4670,2452,2452,2428,1345,1083
"małopolskie","wadowicki","Mucharz","121805"," gm.","wiejska",5,3121,1756,1756,1742,995,747
"małopolskie","wadowicki","Spytkowice","121806"," gm.","wiejska",6,7763,4283,4283,4250,2774,1476
"małopolskie","wadowicki","Stryszów","121807"," gm.","wiejska",5,5317,2851,2851,2818,1675,1143
"małopolskie","wadowicki","Tomice","121808"," gm.","wiejska",4,5785,3157,3157,3118,1696,1422
"małopolskie","wadowicki","Wadowice","121809"," gm.","miejsko-wiejska",25,30523,18215,18208,18020,9203,8817
"małopolskie","wadowicki","Wieprz","121810"," gm.","wiejska",8,8966,5322,5322,5277,3444,1833
"małopolskie","wielicki","Biskupice","121901"," gm.","wiejska",8,6955,4140,4137,4072,2720,1352
"małopolskie","wielicki","Gdów","121902"," gm.","wiejska",12,12777,7314,7311,7226,4510,2716
"małopolskie","wielicki","Kłaj","121903"," gm.","wiejska",10,7954,4599,4599,4549,2360,2189
"małopolskie","wielicki","Niepołomice","121904"," gm.","miejsko-wiejska",14,18338,10911,10907,10800,5864,4936
"małopolskie","wielicki","Wieliczka","121905"," gm.","miejsko-wiejska",27,39907,23356,23347,23115,11120,11995
"małopolskie","Kraków","Kraków","126101"," m.","miejska",457,590213,372448,372328,368448,147074,221374
"małopolskie","Nowy Sącz","Nowy Sącz","126201"," m.","miejska",51,66749,41994,41979,41578,23023,18555
"małopolskie","Tarnów","Tarnów","126301"," m.","miejska",71,94243,54709,54677,54107,25716,28391
"mazowieckie","białobrzeski","Białobrzegi","140101"," gm.","miejsko-wiejska",5,8236,4973,4973,4938,3015,1923
"mazowieckie","białobrzeski","Promna","140102"," gm.","wiejska",4,4699,2657,2657,2630,1920,710
"mazowieckie","białobrzeski","Radzanów","140103"," gm.","wiejska",2,3041,1792,1792,1773,1342,431
"mazowieckie","białobrzeski","Stara Błotnica","140104"," gm.","wiejska",3,4014,2271,2271,2207,1838,369
"mazowieckie","białobrzeski","Stromiec","140105"," gm.","wiejska",5,4510,2260,2260,2215,1754,461
"mazowieckie","białobrzeski","Wyśmierzyce","140106"," gm.","miejsko-wiejska",3,2427,1411,1411,1402,1138,264
"mazowieckie","ciechanowski","Ciechanów","140201"," m.","miejska",24,36991,20934,20926,20662,10764,9898
"mazowieckie","ciechanowski","Ciechanów","140202"," gm.","wiejska",4,5068,2324,2324,2295,1434,861
"mazowieckie","ciechanowski","Glinojeck","140203"," gm.","miejsko-wiejska",4,6459,2918,2918,2879,1783,1096
